"111","George","Yardley","67","248","2015","../img/players/35.png","8","3.58","14","Tulsa","IL","99873","6277422171","George.Yardley@IL.zcruit.com","299 3rd Ave","Medium","George Yardley","Richie Yardley","Bachelors","0","0","0","2","0","0","5.7","8.6","4","0"
"112","Kevin","Porter","69","219","2015","../img/players/36.png","8","3.88","7","LA","CA","69811","9701871318","Kevin.Porter@CA.zcruit.com","760 3rd St","High","Kevin Porter","Kevin Porter","?","0","0","0","0","0","0","6.2","8.2","6","27"
"113","Richie","Guerin","79","262","2015","../img/players/37.png","10","3.87","1","Evanston","IN","95614","1848634513","Richie.Guerin@IN.zcruit.com","424 Sheridan St","Low","Richie Guerin","Jack Guerin","?","0","0","0","1","0","0","6.9","7.4","6","78"
"114","Norm","Van Lier","75","220","2015","../img/players/38.png","4","3.46","16","Portland","GA","62208","1740530591","Norm.Van Lier@GA.zcruit.com","181 4th St","Low","Norm Van Lier","Jack Van Lier","?","0","1","0","0","0","0","4.8","5.2","6","38"
"115","Willie","Naulls","75","218","2015","../img/players/39.png","5","3.74","17","DC","MI","75277","3902287419","Willie.Naulls@MI.zcruit.com","724 Main St","Low","Willie Naulls","Chauncey Naulls","?","0","0","0","3","0","1","5.1","7.2","2","0"
"116","Zelmo","Beaty","68","307","2015","../img/players/40.png","8","3.61","7","Miami","NJ","53611","4248791865","Zelmo.Beaty@NJ.zcruit.com","882 State St","High","Zelmo Beaty","Ben Beaty","Bachelors","0","0","0","1","1","0","4.9","4.9","6","0"
"117","Marques","Johnson","65","187","2015","../img/players/41.png","7","2.74","3","San Francisco","OH","43380","9559257735","Marques.Johnson@OH.zcruit.com","900 Sheridan St","Medium","Marques Johnson","Tom Johnson","?","0","0","0","1","1","0","2.0","3.7","6","0"
"118","Jo","Jo White","75","167","2015","../img/players/42.png","7","2.94","8","LA","GA","10562","5121611488","Jo.Jo White@GA.zcruit.com","488 2nd Ave","Low","Jo Jo White","Jo Jo White","HS","0","0","0","0","0","0","8.6","9.2","0","77"
"119","Jack","Sikma","69","295","2015","../img/players/43.png","7","3.73","2","Tulsa","MD","68064","4827287530","Jack.Sikma@MD.zcruit.com","205 Sheridan St","?","Jack Sikma","Jack Sikma","Advanced","0","0","0","0","0","0","4.8","5.6","1","0"
"120","Tom","Chambers","69","173","2015","../img/players/44.png","7","3.81","9","LA","OH","79781","5021205130","Tom.Chambers@OH.zcruit.com","746 4th Ave","Medium","Tom Chambers","Maurice Chambers","?","0","0","0","0","0","0","3.4","6.2","6","78"
"121","Dick","McGuire","73","285","2015","../img/players/45.png","10","3.56","1","Seattle","CA","68578","3383094167","Dick.McGuire@CA.zcruit.com","313 Sheridan St","Medium","Dick McGuire","Chauncey McGuire","?","0","0","0","0","0","0","6.6","9.5","1","0"
"122","Maurice","Cheeks","80","188","2015","../img/players/46.png","9","3.61","8","NYC","TN","93269","5293389384","Maurice.Cheeks@TN.zcruit.com","238 3rd St","Low","Maurice Cheeks","Lou Cheeks","?","0","0","0","0","0","0","5.5","6.9","4","0"
"123","Ben","Wallace","67","258","2015","../img/players/47.png","8","3.14","8","Evanston","TN","47665","4668972607","Ben.Wallace@TN.zcruit.com","937 Main Ave","High","Ben Wallace","Guy Wallace","Bachelors","0","0","0","1","1","0","4.1","7.2","6","116"
"124","Chauncey","Billups","79","275","2015","../img/players/48.png","9","3.94","19","Tulsa","OH","74627","6431219239","Chauncey.Billups@OH.zcruit.com","310 State St","Medium","Chauncey Billups","Bob Billups","?","0","0","0","3","1","1","3.0","3.0","6","62"
"125","Bailey","Howell","67","285","2015","../img/players/49.png","3","3.87","12","Miami","NJ","69370","4271692460","Bailey.Howell@NJ.zcruit.com","488 1st St","?","Bailey Howell","Phil Howell","?","0","0","0","0","0","0","7.3","7.6","6","105"
"126","Lou","Hudson","78","305","2015","../img/players/50.png","6","3.37","7","Miami","GA","58564","5530775458","Lou.Hudson@GA.zcruit.com","403 State St","?","Lou Hudson","Phil Hudson","?","0","0","0","0","0","0","5.9","7.2","3","0"
"127","Rudy","Tomjanovich","79","169","2015","../img/players/51.png","7","3.3","7","NYC","CA","17661","8013411863","Rudy.Tomjanovich@CA.zcruit.com","242 Main St","High","Rudy Tomjanovich","Anfernee Tomjanovich","Bachelors","0","0","0","1","1","0","0.5","0.5","4","0"
"128","Deron","Williams","65","187","2015","../img/players/52.png","11","3.94","6","NYC","TX","15589","6786496894","Deron.Williams@TX.zcruit.com","397 2nd Ave","Medium","Deron Williams","Larry Williams","HS","0","0","0","1","1","0","7.4","7.4","0","77"
"129","Guy","Rodgers","72","213","2015","../img/players/53.png","9","3.34","10","Tulsa","GA","88891","2177485106","Guy.Rodgers@GA.zcruit.com","512 4th Ave","High","Guy Rodgers","Maurice Rodgers","Advanced","1","0","0","1","1","0","7.0","7.0","1","0"
"130","Anfernee","Hardaway","67","188","2015","../img/players/54.png","1","2.89","13","DC","FL","51687","1707238882","Anfernee.Hardaway@FL.zcruit.com","243 State Ave","?","Anfernee Hardaway","Phil Hardaway","?","0","0","0","0","0","0","5.3","7.1","6","95"
"131","Phil","Chenier","71","242","2015","../img/players/55.png","7","2.84","2","LA","NC","21643","6816464056","Phil.Chenier@NC.zcruit.com","597 3rd Ave","?","Phil Chenier","Charlie Chenier","?","0","0","1","0","0","0","5.9","7.0","6","23"
"132","Charlie","Scott","72","174","2015","../img/players/56.png","11","3.26","13","NYC","TX","28420","5399280818","Charlie.Scott@TX.zcruit.com","288 Main Ave","Medium","Charlie Scott","Paul Scott","?","0","0","0","0","0","0","3.5","3.7","4","0"
"133","Bob","Davies","66","285","2015","../img/players/57.png","6","2.74","7","Tulsa","GA","40759","3145251768","Bob.Davies@GA.zcruit.com","302 Main Ave","Medium","Bob Davies","Paul Davies","?","0","0","0","0","0","0","6.3","7.9","3","0"
"134","Harry","Gallatin","68","234","2015","../img/players/58.png","11","3.52","1","Miami","CA","12351","2958794038","Harry.Gallatin@CA.zcruit.com","754 State St","?","Harry Gallatin","Harry Gallatin","?","0","0","0","0","0","0","4.3","7.8","6","0"
"135","Maurice","Lucas","77","189","2015","../img/players/59.png","4","2.91","5","Evanston","PA","38471","2609283018","Maurice.Lucas@PA.zcruit.com","487 1st Ave","High","Maurice Lucas","Michael Lucas","?","0","0","0","0","0","0","7.0","7.5","1","0"
"136","Larry","Foust","68","188","2015","../img/players/60.png","7","3.2","11","DC","MA","53930","1743818871","Larry.Foust@MA.zcruit.com","420 3rd Ave","Medium","Larry Foust","Larry Foust","Bachelors","0","0","0","1","0","0","5.6","5.7","3","0"
"137","Michael","Cooper","78","260","2015","../img/players/61.png","3","3.79","19","Portland","IL","24479","5335770117","Michael.Cooper@IL.zcruit.com","884 Sheridan St","Medium","Michael Cooper","Vern Cooper","Bachelors","0","0","0","3","1","0","8.0","8.0","3","0"
"138","Paul","Silas","72","216","2015","../img/players/62.png","4","3.73","10","Evanston","OH","65072","5054591376","Paul.Silas@OH.zcruit.com","558 State St","Medium","Paul Silas","Tony Silas","Advanced","0","0","0","1","1","0","7.7","7.7","0","77"
"139","Tony","Parker","78","186","2015","../img/players/63.png","4","3.07","20","Portland","MD","48526","5325467108","Tony.Parker@MD.zcruit.com","995 State St","High","Tony Parker","Manu Parker","Advanced","0","0","0","0","0","0","5.0","7.9","5","0"
"140","Metta","World Peace","77","249","2015","../img/players/64.png","3","2.72","13","Boston","OH","91523","6541097289","Metta.World Peace@OH.zcruit.com","280 State Ave","Medium","Metta World Peace","Vern World Peace","HS","0","0","1","3","1","1","2.9","3.6","2","0"
"141","Paul","Westphal","70","193","2015","../img/players/65.png","1","3.88","16","LA","GA","83577","8923065661","Paul.Westphal@GA.zcruit.com","390 2nd St","?","Paul Westphal","Vern Westphal","?","0","0","0","0","0","0","1.9","4.3","6","10"
"142","Phil","Smith","69","170","2015","../img/players/66.png","2","3.6","11","Seattle","IN","40832","8478019678","Phil.Smith@IN.zcruit.com","505 State Ave","High","Phil Smith","Manu Smith","Bachelors","0","1","1","3","2","0","6.8","9.5","6","0"
"143","Manu","Ginobili","73","197","2015","../img/players/67.png","6","2.93","16","Portland","FL","35066","6816258666","Manu.Ginobili@FL.zcruit.com","610 4th Ave","Medium","Manu Ginobili","Manu Ginobili","?","0","0","0","0","0","0","3.9","7.0","4","0"
"144","Amar'e","Stoudemire","75","285","2015","../img/players/68.png","3","2.7","1","Boston","TX","69233","4899788049","Amar'e.Stoudemire@TX.zcruit.com","813 1st Ave","Medium","Amar'e Stoudemire","Shawn Stoudemire","?","0","0","0","0","0","0","5.0","5.3","2","0"
"145","Vern","Mikkelsen","76","181","2016","../img/players/69.png","3","3.46","10","Portland","TN","81819","5056660530","Vern.Mikkelsen@TN.zcruit.com","655 Sheridan Ave","Medium","Vern Mikkelsen","Yao Mikkelsen","?","0","0","0","1","1","0","4.1","4.1","4","0"
"146","Rudy","LaRusso","76","222","2016","../img/players/70.png","7","3.85","19","NYC","MI","71065","4472223366","Rudy.LaRusso@MI.zcruit.com","742 1st Ave","Low","Rudy LaRusso","Gus LaRusso","?","0","0","0","0","0","0","3.3","3.7","4","0"
"147","Red","Kerr","71","297","2016","../img/players/71.png","3","3.6","20","Evanston","OH","67276","1370197266","Red.Kerr@OH.zcruit.com","950 Sheridan Ave","Medium","Red Kerr","Yao Kerr","Advanced","0","0","0","1","0","0","6.5","7.7","6","78"
"148","Terry","Cummings","79","299","2016","../img/players/72.png","7","3.74","2","LA","PA","32520","2892313381","Terry.Cummings@PA.zcruit.com","580 3rd Ave","Medium","Terry Cummings","Mark Cummings","?","0","0","0","0","0","0","5.3","5.9","6","86"
"149","Gus","Williams","67","278","2016","../img/players/73.png","9","3.06","16","NYC","VA","35374","8330234509","Gus.Williams@VA.zcruit.com","682 Sheridan Ave","High","Gus Williams","Gene Williams","Advanced","0","0","0","0","0","0","4.9","8.4","6","95"
"150","Shawn","Kemp","68","175","2016","../img/players/74.png","7","3.84","9","San Francisco","IL","77423","7553942950","Shawn.Kemp@IL.zcruit.com","791 2nd Ave","Medium","Shawn Kemp","Shawn Kemp","?","0","0","0","2","0","1","5.4","5.4","6","0"
"151","Horace","Grant","74","293","2016","../img/players/75.png","2","3.08","17","DC","TX","94123","1803636391","Horace.Grant@TX.zcruit.com","933 1st St","Medium","Horace Grant","Mark Grant","Bachelors","0","0","0","0","0","0","4.8","8.5","1","0"
"152","Shawn","Marion","70","182","2016","../img/players/76.png","7","3.29","20","Tulsa","TX","16518","3194938847","Shawn.Marion@TX.zcruit.com","127 2nd Ave","Medium","Shawn Marion","Bobby Marion","Bachelors","0","0","0","0","0","0","3.8","7.8","6","105"
"153","Gene","Shue","78","170","2016","../img/players/77.png","9","3.79","10","Miami","OH","91258","1448098623","Gene.Shue@OH.zcruit.com","814 Main St","Medium","Gene Shue","Mark Shue","?","0","0","0","1","1","0","3.1","3.1","6","0"
"154","Yao","Ming","66","305","2016","../img/players/1.png","9","3.18","7","Tulsa","VA","53324","8249585269","Yao.Ming@VA.zcruit.com","179 State St","Low","Yao Ming","Yao Ming","?","0","0","0","1","1","0","7.1","7.1","6","0"
"155","Mark","Price","66","309","2016","../img/players/2.png","7","3.39","12","Boston","MO","90616","1938527677","Mark.Price@MO.zcruit.com","105 Main Ave","Low","Mark Price","Mark Price","?","0","0","0","1","1","0","4.0","4.0","4","0"
"156","Rasheed","Wallace","68","189","2016","../img/players/3.png","9","3.21","1","Seattle","OH","68983","9670796480","Rasheed.Wallace@OH.zcruit.com","569 4th Ave","Medium","Rasheed Wallace","Johnny Wallace","?","0","0","0","1","1","0","5.1","5.8","3","0"
"157","Calvin","Murphy","76","174","2016","../img/players/4.png","7","2.79","5","NYC","MN","84930","5030890618","Calvin.Murphy@MN.zcruit.com","330 2nd St","Medium","Calvin Murphy","Calvin Murphy","?","0","0","0","2","1","1","4.9","8.0","6","64"
"158","Bobby","Wanzer","79","272","2016","../img/players/5.png","4","3.69","5","Tulsa","CA","85735","1057428340","Bobby.Wanzer@CA.zcruit.com","248 1st St","Medium","Bobby Wanzer","Otis Wanzer","Bachelors","0","1","0","0","0","0","5.5","6.3","6","3"
"159","Bobby","Jones","70","165","2016","../img/players/6.png","8","3.62","10","Portland","TX","50560","9533879183","Bobby.Jones@TX.zcruit.com","360 1st Ave","Low","Bobby Jones","Randy Jones","HS","0","0","0","0","0","0","6.8","6.8","4","0"
"160","Mark","Jackson","66","268","2016","../img/players/7.png","3","3.64","14","Seattle","FL","13665","1024747851","Mark.Jackson@FL.zcruit.com","121 Main Ave","High","Mark Jackson","Tom Jackson","Bachelors","0","0","0","0","0","0","4.5","6.2","6","0"
"161","Otis","Birdsong","70","196","2016","../img/players/8.png","5","3.85","14","LA","IL","72371","1751898052","Otis.Birdsong@IL.zcruit.com","885 Main St","Medium","Otis Birdsong","Randy Birdsong","Bachelors","0","0","0","3","1","0","3.0","5.5","6","80"
"162","Johnny","Green","73","201","2016","../img/players/9.png","4","3.21","16","Miami","MO","78179","1889867264","Johnny.Green@MO.zcruit.com","811 1st Ave","Medium","Johnny Green","Rolando Green","Bachelors","1","0","0","1","1","0","9.4","9.4","0","77"
"163","John","Drew","72","239","2016","../img/players/10.png","2","3.39","6","DC","TX","62432","5987294191","John.Drew@TX.zcruit.com","788 State St","Medium","John Drew","Tom Drew","?","0","0","0","1","1","0","9.5","9.5","0","77"
"164","Tom","Gola","80","228","2016","../img/players/11.png","5","3.41","17","NYC","TX","96317","4908991048","Tom.Gola@TX.zcruit.com","517 2nd Ave","Medium","Tom Gola","Randy Gola","?","0","0","0","0","0","0","4.4","5.0","1","0"
"165","Larry","Nance","69","162","2016","../img/players/12.png","3","3.36","2","Evanston","WA","14513","4245415467","Larry.Nance@WA.zcruit.com","779 4th St","Medium","Larry Nance","Larry Nance","Bachelors","0","0","0","0","0","0","4.7","6.7","5","0"
"166","Randy","Smith","75","203","2016","../img/players/13.png","9","2.71","6","Boston","CA","58440","7499609423","Randy.Smith@CA.zcruit.com","741 Main St","?","Randy Smith","Bill Smith","?","0","0","1","1","0","0","7.3","9.6","6","6"
"167","Terry","Porter","68","178","2016","../img/players/14.png","5","2.95","19","DC","LA","97449","6372997465","Terry.Porter@LA.zcruit.com","444 4th St","Medium","Terry Porter","Rolando Porter","?","0","0","0","0","0","0","2.7","4.6","4","0"
"168","Rolando","Blackman","70","297","2016","../img/players/15.png","8","3.72","3","Seattle","IL","78093","1108317873","Rolando.Blackman@IL.zcruit.com","443 Sheridan St","Medium","Rolando Blackman","Larry Blackman","?","0","0","0","1","0","1","3.4","4.2","2","0"
"169","Andy","Phillip","80","214","2016","../img/players/16.png","6","3.27","1","Boston","TX","54362","9478540103","Andy.Phillip@TX.zcruit.com","311 2nd Ave","Medium","Andy Phillip","Bill Phillip","Bachelors","0","0","0","1","1","1","5.0","5.0","3","0"
"170","Clyde","Lovellette","77","208","2016","../img/players/17.png","6","2.81","1","DC","IN","86944","4643721329","Clyde.Lovellette@IN.zcruit.com","697 4th St","Medium","Clyde Lovellette","Bill Lovellette","Bachelors","1","0","0","3","1","0","3.6","3.6","2","0"
"171","Chris","Bosh","73","201","2016","../img/players/18.png","2","2.93","8","Evanston","IN","61459","8632754047","Chris.Bosh@IN.zcruit.com","665 1st St","?","Chris Bosh","Reggie Bosh","?","0","1","1","0","0","0","6.2","7.9","1","0"
"172","Bill","Bradley","74","215","2016","../img/players/19.png","7","3.97","1","Miami","OH","33529","5683930000","Bill.Bradley@OH.zcruit.com","677 1st St","Medium","Bill Bradley","Andrew Bradley","?","0","0","0","1","1","0","5.1","5.1","5","0"
"173","Larry","Johnson","79","278","2016","../img/players/20.png","7","3.26","10","NYC","IN","59669","7527815466","Larry.Johnson@IN.zcruit.com","413 1st St","Medium","Larry Johnson","Andrew Johnson","?","0","0","0","2","0","1","2.9","5.3","2","0"
"174","Jermaine","O'Neal","79","296","2016","../img/players/21.png","6","3.02","1","Tulsa","MI","64291","3989438112","Jermaine.O'Neal@MI.zcruit.com","650 State St","High","Jermaine O'Neal","Jerry O'Neal","Advanced","0","0","0","1","1","0","4.2","4.2","1","0"
"175","Andrew","Toney","79","171","2016","../img/players/22.png","1","3.48","5","Seattle","IL","54730","9986087606","Andrew.Toney@IL.zcruit.com","760 Main St","?","Andrew Toney","K.C. Toney","?","0","0","0","1","0","1","6.3","6.3","6","0"
"176","Reggie","Theus","75","267","2016","../img/players/23.png","1","3.5","3","NYC","OH","12864","6204716455","Reggie.Theus@OH.zcruit.com","633 State St","Medium","Reggie Theus","Elton Theus","?","0","0","0","2","1","0","8.6","8.6","0","77"
"177","Elton","Brand","75","227","2016","../img/players/24.png","3","2.9","3","Evanston","FL","96500","7952125973","Elton.Brand@FL.zcruit.com","480 Sheridan Ave","?","Elton Brand","Jerry Brand","?","0","0","0","1","0","0","3.6","6.5","1","0"
"178","K.C.","Jones","67","211","2016","../img/players/25.png","5","3.47","11","Portland","OH","28907","4015638470","K.C..Jones@OH.zcruit.com","728 3rd Ave","High","K.C. Jones","Derrick Jones","Advanced","1","0","0","1","1","0","8.0","8.0","0","77"
"179","Jerry","Sloan","65","198","2016","../img/players/26.png","2","3.09","12","Seattle","NY","86261","9876203749","Jerry.Sloan@NY.zcruit.com","254 2nd Ave","?","Jerry Sloan","Joe Sloan","?","0","0","0","1","1","0","5.4","7.1","5","0"
"180","Jamal","Mashburn","73","279","2016","../img/players/27.png","3","3.29","9","San Francisco","OH","70905","5444902158","Jamal.Mashburn@OH.zcruit.com","667 3rd Ave","Medium","Jamal Mashburn","Joe Mashburn","?","0","0","0","2","2","0","7.9","7.9","0","77"
"181","Bob","Rule","73","176","2016","../img/players/28.png","11","3.98","1","Seattle","OH","11555","4203251368","Bob.Rule@OH.zcruit.com","335 State Ave","Medium","Bob Rule","Mark Rule","?","0","0","0","2","0","0","4.3","6.6","1","0"
"182","Derrick","Coleman","67","293","2016","../img/players/29.png","7","2.94","14","Seattle","MI","28314","8413891701","Derrick.Coleman@MI.zcruit.com","827 2nd St","High","Derrick Coleman","Joe Coleman","?","0","0","0","2","1","0","7.4","7.4","0","77"
"183","Gilbert","Arenas","67","279","2016","../img/players/30.png","10","3.28","2","San Francisco","TX","41705","2018026300","Gilbert.Arenas@TX.zcruit.com","728 Main Ave","Low","Gilbert Arenas","Doug Arenas","?","0","1","0","0","0","0","5.6","7.0","5","0"
"184","Joe","Johnson","74","261","2016","../img/players/31.png","1","3.17","6","Evanston","OH","27183","1176971561","Joe.Johnson@OH.zcruit.com","848 2nd St","Medium","Joe Johnson","Doug Johnson","Bachelors","0","1","0","2","1","1","9.0","9.0","0","77"
"185","Joe","Caldwell","75","279","2016","../img/players/32.png","3","3.17","13","Tulsa","OH","13594","5765485133","Joe.Caldwell@OH.zcruit.com","969 3rd Ave","Medium","Joe Caldwell","Archie Caldwell","Bachelors","1","0","0","1","1","1","7.0","7.0","1","0"
"186","Norm","Nixon","67","248","2016","../img/players/33.png","5","3.12","18","Tulsa","FL","19966","6742984701","Norm.Nixon@FL.zcruit.com","173 Sheridan Ave","?","Norm Nixon","Larry Nixon","?","0","0","0","0","0","0","6.5","8.6","6","119"
"187","Mark","Aguirre","66","290","2016","../img/players/34.png","1","3.85","6","Portland","GA","96500","5364750437","Mark.Aguirre@GA.zcruit.com","863 Main St","Medium","Mark Aguirre","Mark Aguirre","Bachelors","0","0","0","0","0","0","5.4","7.7","6","117"
"188","Micheal","Ray Richardson","65","288","2016","../img/players/35.png","10","2.87","15","NYC","IL","54602","1938774787","Micheal.Ray Richardson@IL.zcruit.com","567 2nd Ave","?","Micheal Ray Richardson","Stephon Ray Richardson","?","0","0","0","0","0","0","6.2","7.5","2","0"
"189","Archie","Clark","76","307","2016","../img/players/36.png","7","3.24","15","Portland","CT","26810","8965725138","Archie.Clark@CT.zcruit.com","548 1st St","Low","Archie Clark","Sam Clark","HS","0","0","0","0","0","0","3.3","6.9","6","27"
"190","Jimmy","Walker","75","258","2016","../img/players/37.png","11","2.79","12","Miami","GA","10157","1340834241","Jimmy.Walker@GA.zcruit.com","819 Sheridan Ave","?","Jimmy Walker","Fat Walker","?","0","0","0","0","0","0","3.1","5.1","3","0"
"191","Doug","Collins","80","254","2016","../img/players/38.png","11","3.92","5","Boston","TX","78328","6059321550","Doug.Collins@TX.zcruit.com","702 Main Ave","Medium","Doug Collins","Bill Collins","?","0","1","0","0","0","0","6.6","9.7","6","92"
"192","Kiki","Vandeweghe","65","298","2016","../img/players/39.png","3","3.79","19","San Francisco","IL","66332","9903722776","Kiki.Vandeweghe@IL.zcruit.com","133 4th St","High","Kiki Vandeweghe","Sam Vandeweghe","Advanced","0","0","0","1","0","1","4.8","5.4","2","0"
"193","Larry","Kenon","66","210","2016","../img/players/40.png","7","2.79","4","Miami","MI","21512","4645440521","Larry.Kenon@MI.zcruit.com","898 3rd Ave","?","Larry Kenon","Lamar Kenon","?","0","0","0","0","0","0","9.1","9.2","0","0"
"194","Alvin","Robertson","72","178","2016","../img/players/41.png","2","3.38","3","Portland","VA","31946","3747690203","Alvin.Robertson@VA.zcruit.com","211 3rd St","Medium","Alvin Robertson","Baron Robertson","Bachelors","0","0","1","0","0","0","8.5","9.7","6","118"
"195","Sam","Cassell","66","238","2016","../img/players/42.png","4","2.82","16","San Francisco","MI","85487","8687242305","Sam.Cassell@MI.zcruit.com","339 3rd St","?","Sam Cassell","Kelly Cassell","?","0","0","0","3","1","1","4.4","4.8","6","3"
"196","World","B.","67","254","2016","../img/players/43.png","3","2.89","16","DC","GA","33156","3232974752","World.B.@GA.zcruit.com","862 2nd Ave","High","World B.","Kelly B.","Advanced","0","0","0","2","1","0","4.4","4.6","6","86"
"197","Stephon","Marbury","70","171","2016","../img/players/44.png","9","3.02","11","Seattle","GA","39964","6135923282","Stephon.Marbury@GA.zcruit.com","262 State St","Medium","Stephon Marbury","Alvan Marbury","Bachelors","0","0","0","1","1","0","4.6","8.6","2","0"
"198","Fat","Lever","68","183","2016","../img/players/45.png","11","3.12","10","Seattle","IL","35609","7144536645","Fat.Lever@IL.zcruit.com","143 3rd St","Low","Fat Lever","Fat Lever","?","0","0","1","1","0","0","6.5","8.0","6","26"
"199","Baron","Davis","68","306","2016","../img/players/46.png","4","2.77","20","San Francisco","PA","10281","1397119796","Baron.Davis@PA.zcruit.com","799 Sheridan Ave","?","Baron Davis","Marcus Davis","?","0","1","0","0","0","0","5.2","8.0","6","107"
"200","Bill","Bridges","71","202","2016","../img/players/47.png","1","2.96","10","LA","MN","56003","6538529690","Bill.Bridges@MN.zcruit.com","302 State Ave","Medium","Bill Bridges","Lamar Bridges","?","1","0","0","0","0","1","8.9","8.9","0","77"
"201","Lamar","Odom","71","223","2016","../img/players/48.png","3","2.79","5","Evanston","TX","97732","2228229420","Lamar.Odom@TX.zcruit.com","322 2nd St","Medium","Lamar Odom","Mookie Odom","?","0","0","0","2","1","0","8.0","8.0","0","77"
"202","Kelly","Tripucka","77","228","2016","../img/players/49.png","1","3.98","17","Seattle","NC","57567","6560597226","Kelly.Tripucka@NC.zcruit.com","601 State St","Medium","Kelly Tripucka","Rod Tripucka","?","0","0","0","0","0","0","5.3","6.7","6","35"
"203","Wayne","Embry","76","274","2016","../img/players/50.png","7","3.52","17","Evanston","TX","49036","1705352385","Wayne.Embry@TX.zcruit.com","500 Sheridan Ave","?","Wayne Embry","Jeff Embry","?","0","0","0","2","1","0","9.0","9.0","0","77"
"204","Mookie","Blaylock","69","256","2016","../img/players/51.png","1","3.27","15","Evanston","TX","30901","7336122740","Mookie.Blaylock@TX.zcruit.com","393 Main St","?","Mookie Blaylock","Carl Blaylock","?","0","0","0","2","1","0","2.8","2.8","2","0"
"205","Alvan","Adams","67","304","2016","../img/players/52.png","10","3.51","16","NYC","MD","73389","3079216167","Alvan.Adams@MD.zcruit.com","953 Main Ave","?","Alvan Adams","Marcus Adams","?","0","0","0","0","0","0","3.6","6.2","6","61"
"206","Carlos","Boozer","66","223","2016","../img/players/53.png","5","3.2","4","Portland","CT","66280","5853850735","Carlos.Boozer@CT.zcruit.com","656 Main Ave","?","Carlos Boozer","Rod Boozer","?","0","0","0","1","0","0","4.2","5.2","6","27"
"207","Don","Ohl","78","175","2016","../img/players/54.png","11","2.78","6","Boston","CA","72837","1051368984","Don.Ohl@CA.zcruit.com","647 3rd St","?","Don Ohl","Arnie Ohl","?","0","0","0","2","0","0","5.0","5.9","6","5"
"208","Marcus","Camby","65","168","2016","../img/players/55.png","8","3.95","14","Tulsa","OH","26055","9616835803","Marcus.Camby@OH.zcruit.com","295 1st Ave","?","Marcus Camby","Charles Camby","?","0","0","0","2","0","1","2.6","5.9","4","0"
"209","Rod","Strickland","75","196","2016","../img/players/56.png","1","3.69","6","Evanston","CA","81936","7245081566","Rod.Strickland@CA.zcruit.com","392 State St","Medium","Rod Strickland","Arnie Strickland","Advanced","0","0","0","1","1","0","4.3","4.3","6","120"
"210","Carl","Braun","66","221","2016","../img/players/57.png","10","2.85","19","Boston","TX","76085","6718462917","Carl.Braun@TX.zcruit.com","974 4th St","?","Carl Braun","Sidney Braun","?","0","0","0","1","0","0","5.3","6.2","3","0"
"211","Jeff","Malone","74","174","2016","../img/players/58.png","8","3","15","San Francisco","LA","75590","6419820847","Jeff.Malone@LA.zcruit.com","737 2nd Ave","Medium","Jeff Malone","John Malone","Advanced","0","0","0","0","0","0","6.3","8.1","1","0"
"212","Danny","Manning","77","270","2016","../img/players/59.png","1","3.82","1","DC","FL","83306","4916327190","Danny.Manning@FL.zcruit.com","732 Main Ave","?","Danny Manning","Dale Manning","?","0","0","1","0","0","0","2.4","4.6","1","0"
"213","Charles","Oakley","80","225","2016","../img/players/60.png","9","3.89","11","Portland","MO","49783","8283813257","Charles.Oakley@MO.zcruit.com","220 2nd St","?","Charles Oakley","Reggie Oakley","?","0","0","0","1","1","0","2.9","2.9","4","0"
"214","Sidney","Wicks","74","223","2016","../img/players/61.png","8","3.94","20","Seattle","VA","62444","4223041338","Sidney.Wicks@VA.zcruit.com","926 2nd St","?","Sidney Wicks","Ray Wicks","?","0","0","0","1","1","0","5.9","8.5","6","90"
"215","John","Williamson","66","287","2016","../img/players/62.png","10","2.91","1","LA","CA","68512","1596138302","John.Williamson@CA.zcruit.com","780 State St","?","John Williamson","Cazzie Williamson","?","0","0","0","0","0","0","4.4","6.0","2","0"
"216","Arnie","Risen","76","298","2016","../img/players/63.png","5","2.87","13","Boston","TX","68675","3510588532","Arnie.Risen@TX.zcruit.com","331 1st St","Low","Arnie Risen","Richard Risen","?","0","0","0","0","0","0","6.8","8.3","6","0"
"217","Cedric","Maxwell","70","248","2016","../img/players/64.png","8","3.39","13","San Francisco","PA","21645","8617951738","Cedric.Maxwell@PA.zcruit.com","363 1st Ave","?","Cedric Maxwell","Latrell Maxwell","?","0","0","0","0","0","0","4.4","7.2","6","86"
"218","Darrell","Griffith","71","307","2016","../img/players/65.png","2","2.98","5","LA","TX","44592","6633618752","Darrell.Griffith@TX.zcruit.com","475 1st Ave","?","Darrell Griffith","Cazzie Griffith","?","0","0","0","0","0","1","3.6","3.6","6","95"
"219","Ray","Scott","66","243","2016","../img/players/66.png","6","3.38","4","LA","TX","62649","3871852667","Ray.Scott@TX.zcruit.com","227 State Ave","Medium","Ray Scott","Steve Scott","Bachelors","0","0","0","0","0","0","5.0","6.5","3","0"
"220","Cazzie","Russell","69","160","2016","../img/players/67.png","5","3.34","19","DC","TN","39223","9617131812","Cazzie.Russell@TN.zcruit.com","366 1st Ave","?","Cazzie Russell","Mickey Russell","?","0","0","0","0","0","0","4.0","7.1","2","0"
"221","Dale","Ellis","74","222","2016","../img/players/68.png","6","3.51","3","Portland","MO","52203","1599074880","Dale.Ellis@MO.zcruit.com","752 Main Ave","?","Dale Ellis","Reggie Ellis","?","0","0","0","1","1","0","6.1","8.9","1","0"
